KM;LAT;LONG;ESTACA;TEXTO FORMATO GOOGLE;link para google maps
0,00;-22,514158;-44,700062;0,000000;-44.70006175,-22.51415834;https://www.google.com.br/maps/@-44.70006175,-22.51415834,20z
0,01;-22,514208;-44,700144;0,500000;-44.700143735,-22.514208;https://www.google.com.br/maps/@-44.700143735,-22.514208,20z
0,02;-22,514258;-44,700226;1,000000;-44.7002261815385,-22.5142576107692;https://www.google.com.br/maps/@-44.7002261815385,-22.5142576107692,20z
0,03;-22,514306;-44,700309;1,500000;-44.7003085861538,-22.51430586;https://www.google.com.br/maps/@-44.7003085861538,-22.51430586,20z
0,04;-22,514351;-44,700393;2,000000;-44.70039313,-22.51435141;https://www.google.com.br/maps/@-44.70039313,-22.51435141,20z
0,05;-22,514400;-44,700475;2,500000;-44.7004751385714,-22.5144000590476;https://www.google.com.br/maps/@-44.7004751385714,-22.5144000590476,20z
0,06;-22,514444;-44,700560;3,000000;-44.7005602172603,-22.5144435840411;https://www.google.com.br/maps/@-44.7005602172603,-22.5144435840411,20z
0,07;-22,514485;-44,700647;3,500000;-44.7006469985714,-22.5144846675;https://www.google.com.br/maps/@-44.7006469985714,-22.5144846675,20z
0,08;-22,514531;-44,700731;4,000000;-44.7007311931818,-22.5145307386364;https://www.google.com.br/maps/@-44.7007311931818,-22.5145307386364,20z
0,09;-22,514577;-44,700815;4,500000;-44.700815351358,-22.514577462716;https://www.google.com.br/maps/@-44.700815351358,-22.514577462716,20z
0,10;-22,514624;-44,700899;5,000000;-44.7008989788764,-22.5146235058427;https://www.google.com.br/maps/@-44.7008989788764,-22.5146235058427,20z
0,11;-22,514670;-44,700983;5,500000;-44.7009827693548,-22.514669945914;https://www.google.com.br/maps/@-44.7009827693548,-22.514669945914,20z
0,12;-22,514717;-44,701067;6,000000;-44.7010665030612,-22.5147166757143;https://www.google.com.br/maps/@-44.7010665030612,-22.5147166757143,20z
0,13;-22,514764;-44,701150;6,500000;-44.7011500238776,-22.5147639828571;https://www.google.com.br/maps/@-44.7011500238776,-22.5147639828571,20z
0,14;-22,514812;-44,701233;7,000000;-44.7012331570588,-22.5148116164706;https://www.google.com.br/maps/@-44.7012331570588,-22.5148116164706,20z
0,15;-22,514860;-44,701316;7,500000;-44.7013157947619,-22.5148600268571;https://www.google.com.br/maps/@-44.7013157947619,-22.5148600268571,20z
0,16;-22,514908;-44,701399;8,000000;-44.7013991837288,-22.5149082849153;https://www.google.com.br/maps/@-44.7013991837288,-22.5149082849153,20z
0,17;-22,514955;-44,701483;8,500000;-44.7014826252632,-22.5149552215789;https://www.google.com.br/maps/@-44.7014826252632,-22.5149552215789,20z
0,18;-22,515002;-44,701566;9,000000;-44.701566200339,-22.5150016523729;https://www.google.com.br/maps/@-44.701566200339,-22.5150016523729,20z
0,19;-22,515048;-44,701650;9,500000;-44.7016500019672,-22.5150478198361;https://www.google.com.br/maps/@-44.7016500019672,-22.5150478198361,20z
0,20;-22,515093;-44,701735;10,000000;-44.7017347642623,-22.5150931313115;https://www.google.com.br/maps/@-44.7017347642623,-22.5150931313115,20z
0,21;-22,515140;-44,701818;10,500000;-44.7018184519048,-22.515139701746;https://www.google.com.br/maps/@-44.7018184519048,-22.515139701746,20z
0,22;-22,515187;-44,701902;11,000000;-44.7019021296899,-22.5151865320155;https://www.google.com.br/maps/@-44.7019021296899,-22.5151865320155,20z
0,23;-22,515233;-44,701986;11,500000;-44.7019858925581,-22.5152334467442;https://www.google.com.br/maps/@-44.7019858925581,-22.5152334467442,20z
0,24;-22,515280;-44,702070;12,000000;-44.7020696778295,-22.5152803521705;https://www.google.com.br/maps/@-44.7020696778295,-22.5152803521705,20z
0,25;-22,515327;-44,702153;12,500000;-44.702152856124,-22.515327173876;https://www.google.com.br/maps/@-44.702152856124,-22.515327173876,20z
0,26;-22,515374;-44,702236;13,000000;-44.7022364959055,-22.5153743440945;https://www.google.com.br/maps/@-44.7022364959055,-22.5153743440945,20z
0,27;-22,515421;-44,702320;13,500000;-44.7023200355906,-22.5154214047244;https://www.google.com.br/maps/@-44.7023200355906,-22.5154214047244,20z
0,28;-22,515468;-44,702403;14,000000;-44.7024034028571,-22.5154683835714;https://www.google.com.br/maps/@-44.7024034028571,-22.5154683835714,20z
0,29;-22,515516;-44,702487;14,500000;-44.7024867880645,-22.5155155867742;https://www.google.com.br/maps/@-44.7024867880645,-22.5155155867742,20z
0,30;-22,515563;-44,702571;15,000000;-44.7025705945161,-22.5155632641935;https://www.google.com.br/maps/@-44.7025705945161,-22.5155632641935,20z
0,31;-22,515611;-44,702654;15,500000;-44.7026540072131,-22.5156105083607;https://www.google.com.br/maps/@-44.7026540072131,-22.5156105083607,20z
0,32;-22,515658;-44,702737;16,000000;-44.7027374173504,-22.5156576305128;https://www.google.com.br/maps/@-44.7027374173504,-22.5156576305128,20z
0,33;-22,515705;-44,702821;16,500000;-44.7028207333333,-22.5157047266667;https://www.google.com.br/maps/@-44.7028207333333,-22.5157047266667,20z
0,34;-22,515752;-44,702904;17,000000;-44.7029038643636,-22.515751856;https://www.google.com.br/maps/@-44.7029038643636,-22.515751856,20z
0,35;-22,515799;-44,702987;17,500000;-44.7029873760377,-22.5157992250943;https://www.google.com.br/maps/@-44.7029873760377,-22.5157992250943,20z
0,36;-22,515846;-44,703071;18,000000;-44.7030708440594,-22.51584639;https://www.google.com.br/maps/@-44.7030708440594,-22.51584639,20z
0,37;-22,515893;-44,703154;18,500000;-44.7031542988298,-22.5158934220213;https://www.google.com.br/maps/@-44.7031542988298,-22.5158934220213,20z
0,38;-22,515941;-44,703238;19,000000;-44.7032380404598,-22.5159409634483;https://www.google.com.br/maps/@-44.7032380404598,-22.5159409634483,20z
0,39;-22,515989;-44,703321;19,500000;-44.7033207842857,-22.5159893464286;https://www.google.com.br/maps/@-44.7033207842857,-22.5159893464286,20z
0,40;-22,516039;-44,703402;20,000000;-44.7034022140741,-22.516039207037;https://www.google.com.br/maps/@-44.7034022140741,-22.516039207037,20z
0,41;-22,516092;-44,703483;20,500000;-44.7034827620896,-22.5160920874627;https://www.google.com.br/maps/@-44.7034827620896,-22.5160920874627,20z
0,42;-22,516147;-44,703561;21,000000;-44.7035606595455,-22.516146835;https://www.google.com.br/maps/@-44.7035606595455,-22.516146835,20z
0,43;-22,516199;-44,703641;21,500000;-44.703641331,-22.516198795;https://www.google.com.br/maps/@-44.703641331,-22.516198795,20z
0,44;-22,516242;-44,703727;22,000000;-44.7037270074576,-22.5162418274576;https://www.google.com.br/maps/@-44.7037270074576,-22.5162418274576,20z
0,45;-22,516280;-44,703815;22,500000;-44.7038148978571,-22.51627984;https://www.google.com.br/maps/@-44.7038148978571,-22.51627984,20z
0,46;-22,516320;-44,703902;23,000000;-44.7039022107229,-22.5163204827711;https://www.google.com.br/maps/@-44.7039022107229,-22.5163204827711,20z
0,47;-22,516362;-44,703988;23,500000;-44.7039884996907,-22.5163619757732;https://www.google.com.br/maps/@-44.7039884996907,-22.5163619757732,20z
0,48;-22,516403;-44,704075;24,000000;-44.7040754958491,-22.5164030627358;https://www.google.com.br/maps/@-44.7040754958491,-22.5164030627358,20z
0,49;-22,516445;-44,704161;24,500000;-44.704161180614,-22.5164453503509;https://www.google.com.br/maps/@-44.704161180614,-22.5164453503509,20z
0,50;-22,516489;-44,704246;25,000000;-44.7042463869231,-22.5164892420513;https://www.google.com.br/maps/@-44.7042463869231,-22.5164892420513,20z
0,51;-22,516535;-44,704331;25,500000;-44.7043307497531,-22.5165347712346;https://www.google.com.br/maps/@-44.7043307497531,-22.5165347712346,20z
0,52;-22,516581;-44,704415;26,000000;-44.7044145769136,-22.5165811354321;https://www.google.com.br/maps/@-44.7044145769136,-22.5165811354321,20z
0,53;-22,516627;-44,704498;26,500000;-44.7044984040741,-22.5166274996296;https://www.google.com.br/maps/@-44.7044984040741,-22.5166274996296,20z
0,54;-22,516674;-44,704582;27,000000;-44.7045822312346,-22.5166738638272;https://www.google.com.br/maps/@-44.7045822312346,-22.5166738638272,20z
0,55;-22,516720;-44,704666;27,500000;-44.7046660583951,-22.5167202280247;https://www.google.com.br/maps/@-44.7046660583951,-22.5167202280247,20z
0,56;-22,516767;-44,704750;28,000000;-44.7047495687097,-22.5167672183871;https://www.google.com.br/maps/@-44.7047495687097,-22.5167672183871,20z
0,57;-22,516814;-44,704833;28,500000;-44.70483295816,-22.5168144552;https://www.google.com.br/maps/@-44.70483295816,-22.5168144552,20z
0,58;-22,516862;-44,704917;29,000000;-44.70491651024,-22.51686168416;https://www.google.com.br/maps/@-44.70491651024,-22.51686168416,20z
0,59;-22,516909;-44,705001;29,500000;-44.70500059824,-22.51690887616;https://www.google.com.br/maps/@-44.70500059824,-22.51690887616,20z
0,60;-22,516955;-44,705084;30,000000;-44.7050837666142,-22.5169554015748;https://www.google.com.br/maps/@-44.7050837666142,-22.5169554015748,20z
0,61;-22,517003;-44,705167;30,500000;-44.70516725872,-22.51700285072;https://www.google.com.br/maps/@-44.70516725872,-22.51700285072,20z
0,62;-22,517050;-44,705251;31,000000;-44.7052506523577,-22.5170504795122;https://www.google.com.br/maps/@-44.7052506523577,-22.5170504795122,20z
0,63;-22,517098;-44,705334;31,500000;-44.7053336113559,-22.5170983335593;https://www.google.com.br/maps/@-44.7053336113559,-22.5170983335593,20z
0,64;-22,517148;-44,705416;32,000000;-44.7054159679464,-22.51714780125;https://www.google.com.br/maps/@-44.7054159679464,-22.51714780125,20z
0,65;-22,517198;-44,705497;32,500000;-44.705496726875,-22.51719842625;https://www.google.com.br/maps/@-44.705496726875,-22.51719842625,20z
0,66;-22,517252;-44,705577;33,000000;-44.7055771082353,-22.5172518435294;https://www.google.com.br/maps/@-44.7055771082353,-22.5172518435294,20z
0,67;-22,517302;-44,705659;33,500000;-44.7056587322628,-22.5173021367883;https://www.google.com.br/maps/@-44.7056587322628,-22.5173021367883,20z
0,68;-22,517352;-44,705740;34,000000;-44.7057404820021,-22.517352100292;https://www.google.com.br/maps/@-44.7057404820021,-22.517352100292,20z
0,69;-22,517402;-44,705822;34,500000;-44.7058222317414,-22.5174020637956;https://www.google.com.br/maps/@-44.7058222317414,-22.5174020637956,20z
0,70;-22,517452;-44,705904;35,000000;-44.7059039814807,-22.5174520272993;https://www.google.com.br/maps/@-44.7059039814807,-22.5174520272993,20z
0,71;-22,517502;-44,705986;35,500000;-44.70598573122,-22.5175019908029;https://www.google.com.br/maps/@-44.70598573122,-22.5175019908029,20z
0,72;-22,517552;-44,706067;36,000000;-44.7060674809593,-22.5175519543066;https://www.google.com.br/maps/@-44.7060674809593,-22.5175519543066,20z
0,73;-22,517602;-44,706149;36,500000;-44.7061492306986,-22.5176019178102;https://www.google.com.br/maps/@-44.7061492306986,-22.5176019178102,20z
0,74;-22,517652;-44,706231;37,000000;-44.706230980438,-22.5176518813139;https://www.google.com.br/maps/@-44.706230980438,-22.5176518813139,20z
0,75;-22,517702;-44,706313;37,500000;-44.7063127301773,-22.5177018448175;https://www.google.com.br/maps/@-44.7063127301773,-22.5177018448175,20z
0,76;-22,517752;-44,706394;38,000000;-44.7063943981177,-22.5177524562353;https://www.google.com.br/maps/@-44.7063943981177,-22.5177524562353,20z
0,77;-22,517804;-44,706475;38,500000;-44.7064754398734,-22.5178038550633;https://www.google.com.br/maps/@-44.7064754398734,-22.5178038550633,20z
0,78;-22,517853;-44,706558;39,000000;-44.7065580971233,-22.5178527579452;https://www.google.com.br/maps/@-44.7065580971233,-22.5178527579452,20z
0,79;-22,517900;-44,706641;39,500000;-44.706641394,-22.517899616;https://www.google.com.br/maps/@-44.706641394,-22.517899616,20z
0,80;-22,517942;-44,706727;40,000000;-44.7067273998367,-22.5179421466122;https://www.google.com.br/maps/@-44.7067273998367,-22.5179421466122,20z
0,81;-22,517982;-44,706815;40,500000;-44.7068147120816,-22.5179817506939;https://www.google.com.br/maps/@-44.7068147120816,-22.5179817506939,20z
0,82;-22,518021;-44,706902;41,000000;-44.7069020243265,-22.5180213547755;https://www.google.com.br/maps/@-44.7069020243265,-22.5180213547755,20z
0,83;-22,518061;-44,706989;41,500000;-44.7069893365714,-22.5180609588571;https://www.google.com.br/maps/@-44.7069893365714,-22.5180609588571,20z
0,84;-22,518101;-44,707077;42,000000;-44.7070766488163,-22.5181005629388;https://www.google.com.br/maps/@-44.7070766488163,-22.5181005629388,20z
0,85;-22,518140;-44,707164;42,500000;-44.7071639133028,-22.5181399168807;https://www.google.com.br/maps/@-44.7071639133028,-22.5181399168807,20z
0,86;-22,518184;-44,707249;43,000000;-44.70724919625,-22.518183625;https://www.google.com.br/maps/@-44.70724919625,-22.518183625,20z
0,87;-22,518230;-44,707333;43,500000;-44.7073330618605,-22.5182298753488;https://www.google.com.br/maps/@-44.7073330618605,-22.5182298753488,20z
0,88;-22,518276;-44,707417;44,000000;-44.7074166076692,-22.5182764505263;https://www.google.com.br/maps/@-44.7074166076692,-22.5182764505263,20z
0,89;-22,518324;-44,707501;44,500000;-44.7075007806015,-22.5183237663158;https://www.google.com.br/maps/@-44.7075007806015,-22.5183237663158,20z
0,90;-22,518371;-44,707584;45,000000;-44.7075839372794,-22.5183713570588;https://www.google.com.br/maps/@-44.7075839372794,-22.5183713570588,20z
0,91;-22,518419;-44,707667;45,500000;-44.7076670072183,-22.5184189440514;https://www.google.com.br/maps/@-44.7076670072183,-22.5184189440514,20z
0,92;-22,518466;-44,707750;46,000000;-44.7077502140656,-22.5184664633096;https://www.google.com.br/maps/@-44.7077502140656,-22.5184664633096,20z
0,93;-22,518514;-44,707833;46,500000;-44.707833420913,-22.5185139825678;https://www.google.com.br/maps/@-44.707833420913,-22.5185139825678,20z
0,94;-22,518562;-44,707917;47,000000;-44.7079166277603,-22.518561501826;https://www.google.com.br/maps/@-44.7079166277603,-22.518561501826,20z
0,95;-22,518609;-44,708000;47,500000;-44.7079998346077,-22.5186090210842;https://www.google.com.br/maps/@-44.7079998346077,-22.5186090210842,20z
0,96;-22,518657;-44,708083;48,000000;-44.7080830414551,-22.5186565403424;https://www.google.com.br/maps/@-44.7080830414551,-22.5186565403424,20z
0,97;-22,518704;-44,708166;48,500000;-44.7081662483024,-22.5187040596006;https://www.google.com.br/maps/@-44.7081662483024,-22.5187040596006,20z
0,98;-22,518747;-44,708252;49,000000;-44.7082518136086,-22.5187468744488;https://www.google.com.br/maps/@-44.7082518136086,-22.5187468744488,20z
0,99;-22,518784;-44,708340;49,500000;-44.7083401475404,-22.5187841667289;https://www.google.com.br/maps/@-44.7083401475404,-22.5187841667289,20z
1,00;-22,518821;-44,708428;50,000000;-44.7084284814722,-22.518821459009;https://www.google.com.br/maps/@-44.7084284814722,-22.518821459009,20z
1,01;-22,518859;-44,708517;50,500000;-44.7085168154039,-22.518858751289;https://www.google.com.br/maps/@-44.7085168154039,-22.518858751289,20z
1,02;-22,518896;-44,708605;51,000000;-44.7086051493357,-22.5188960435691;https://www.google.com.br/maps/@-44.7086051493357,-22.5188960435691,20z
1,03;-22,518933;-44,708693;51,500000;-44.7086934832675,-22.5189333358492;https://www.google.com.br/maps/@-44.7086934832675,-22.5189333358492,20z
1,04;-22,518971;-44,708782;52,000000;-44.7087818171993,-22.5189706281293;https://www.google.com.br/maps/@-44.7087818171993,-22.5189706281293,20z
1,05;-22,519008;-44,708870;52,500000;-44.7088701511311,-22.5190079204093;https://www.google.com.br/maps/@-44.7088701511311,-22.5190079204093,20z
1,06;-22,519045;-44,708958;53,000000;-44.7089584850628,-22.5190452126894;https://www.google.com.br/maps/@-44.7089584850628,-22.5190452126894,20z
1,07;-22,519083;-44,709047;53,500000;-44.7090468189946,-22.5190825049695;https://www.google.com.br/maps/@-44.7090468189946,-22.5190825049695,20z
1,08;-22,519120;-44,709135;54,000000;-44.7091351529264,-22.5191197972496;https://www.google.com.br/maps/@-44.7091351529264,-22.5191197972496,20z
1,09;-22,519157;-44,709223;54,500000;-44.7092234868582,-22.5191570895296;https://www.google.com.br/maps/@-44.7092234868582,-22.5191570895296,20z
1,10;-22,519194;-44,709312;55,000000;-44.7093118207899,-22.5191943818097;https://www.google.com.br/maps/@-44.7093118207899,-22.5191943818097,20z
1,11;-22,519232;-44,709400;55,500000;-44.7094001547217,-22.5192316740898;https://www.google.com.br/maps/@-44.7094001547217,-22.5192316740898,20z
1,12;-22,519269;-44,709488;56,000000;-44.7094884886535,-22.5192689663698;https://www.google.com.br/maps/@-44.7094884886535,-22.5192689663698,20z
1,13;-22,519306;-44,709577;56,500000;-44.7095768225853,-22.5193062586499;https://www.google.com.br/maps/@-44.7095768225853,-22.5193062586499,20z
1,14;-22,519344;-44,709665;57,000000;-44.7096651565171,-22.51934355093;https://www.google.com.br/maps/@-44.7096651565171,-22.51934355093,20z
1,15;-22,519381;-44,709753;57,500000;-44.7097534904488,-22.5193808432101;https://www.google.com.br/maps/@-44.7097534904488,-22.5193808432101,20z
1,16;-22,519418;-44,709842;58,000000;-44.7098418243806,-22.5194181354901;https://www.google.com.br/maps/@-44.7098418243806,-22.5194181354901,20z
1,17;-22,519455;-44,709930;58,500000;-44.7099301583124,-22.5194554277702;https://www.google.com.br/maps/@-44.7099301583124,-22.5194554277702,20z
1,18;-22,519493;-44,710018;59,000000;-44.7100184922442,-22.5194927200503;https://www.google.com.br/maps/@-44.7100184922442,-22.5194927200503,20z
1,19;-22,519530;-44,710107;59,500000;-44.7101068261759,-22.5195300123303;https://www.google.com.br/maps/@-44.7101068261759,-22.5195300123303,20z
1,20;-22,519567;-44,710195;60,000000;-44.7101951601077,-22.5195673046104;https://www.google.com.br/maps/@-44.7101951601077,-22.5195673046104,20z
1,21;-22,519605;-44,710283;60,500000;-44.7102834940395,-22.5196045968905;https://www.google.com.br/maps/@-44.7102834940395,-22.5196045968905,20z
1,22;-22,519642;-44,710372;61,000000;-44.7103718279713,-22.5196418891706;https://www.google.com.br/maps/@-44.7103718279713,-22.5196418891706,20z
1,23;-22,519679;-44,710460;61,500000;-44.7104601619031,-22.5196791814506;https://www.google.com.br/maps/@-44.7104601619031,-22.5196791814506,20z
1,24;-22,519716;-44,710548;62,000000;-44.7105484958348,-22.5197164737307;https://www.google.com.br/maps/@-44.7105484958348,-22.5197164737307,20z
1,25;-22,519754;-44,710637;62,500000;-44.7106368297666,-22.5197537660108;https://www.google.com.br/maps/@-44.7106368297666,-22.5197537660108,20z
1,26;-22,519783;-44,710728;63,000000;-44.7107279342236,-22.5197826658385;https://www.google.com.br/maps/@-44.7107279342236,-22.5197826658385,20z
1,27;-22,519806;-44,710821;63,500000;-44.71082081,-22.5198062;https://www.google.com.br/maps/@-44.71082081,-22.5198062,20z
1,28;-22,519829;-44,710914;64,000000;-44.7109136050311,-22.5198293987578;https://www.google.com.br/maps/@-44.7109136050311,-22.5198293987578,20z
1,29;-22,519852;-44,711007;64,500000;-44.71100656775,-22.51985237375;https://www.google.com.br/maps/@-44.71100656775,-22.51985237375,20z
1,30;-22,519875;-44,711100;65,000000;-44.71109979275,-22.51987499875;https://www.google.com.br/maps/@-44.71109979275,-22.51987499875,20z
1,31;-22,519897;-44,711193;65,500000;-44.7111930586164,-22.5198974728302;https://www.google.com.br/maps/@-44.7111930586164,-22.5198974728302,20z
1,32;-22,519920;-44,711286;66,000000;-44.711286393924,-22.51991992;https://www.google.com.br/maps/@-44.711286393924,-22.51991992,20z
1,33;-22,519942;-44,711380;66,500000;-44.7113799635443,-22.51994242;https://www.google.com.br/maps/@-44.7113799635443,-22.51994242,20z
1,34;-22,519965;-44,711473;67,000000;-44.7114730552201,-22.5199646684906;https://www.google.com.br/maps/@-44.7114730552201,-22.5199646684906,20z
1,35;-22,519987;-44,711566;67,500000;-44.7115658873248,-22.5199867506369;https://www.google.com.br/maps/@-44.7115658873248,-22.5199867506369,20z
1,36;-22,520008;-44,711660;68,000000;-44.7116597981529,-22.520008438535;https://www.google.com.br/maps/@-44.7116597981529,-22.520008438535,20z
1,37;-22,520030;-44,711753;68,500000;-44.7117534064557,-22.5200300225316;https://www.google.com.br/maps/@-44.7117534064557,-22.5200300225316,20z
1,38;-22,520051;-44,711847;69,000000;-44.7118466596203,-22.520051484557;https://www.google.com.br/maps/@-44.7118466596203,-22.520051484557,20z
1,39;-22,520073;-44,711940;69,500000;-44.7119398570886,-22.5200734478481;https://www.google.com.br/maps/@-44.7119398570886,-22.5200734478481,20z
1,40;-22,520096;-44,712033;70,000000;-44.7120330165823,-22.5200957737975;https://www.google.com.br/maps/@-44.7120330165823,-22.5200957737975,20z
1,41;-22,520119;-44,712126;70,500000;-44.7121261051899,-22.5201187864557;https://www.google.com.br/maps/@-44.7121261051899,-22.5201187864557,20z
1,42;-22,520142;-44,712219;71,000000;-44.7122189533962,-22.52014227;https://www.google.com.br/maps/@-44.7122189533962,-22.52014227,20z
1,43;-22,520166;-44,712312;71,500000;-44.7123116904375,-22.5201661026875;https://www.google.com.br/maps/@-44.7123116904375,-22.5201661026875,20z
1,44;-22,520191;-44,712404;72,000000;-44.7124043091875,-22.5201910464375;https://www.google.com.br/maps/@-44.7124043091875,-22.5201910464375,20z
1,45;-22,520217;-44,712497;72,500000;-44.7124966687037,-22.520216798642;https://www.google.com.br/maps/@-44.7124966687037,-22.520216798642,20z
1,46;-22,520243;-44,712589;73,000000;-44.7125887983333,-22.5202432677778;https://www.google.com.br/maps/@-44.7125887983333,-22.5202432677778,20z
1,47;-22,520271;-44,712681;73,500000;-44.712680653681,-22.5202713030675;https://www.google.com.br/maps/@-44.712680653681,-22.5202713030675,20z
1,48;-22,520300;-44,712772;74,000000;-44.7127723484242,-22.5202997233939;https://www.google.com.br/maps/@-44.7127723484242,-22.5202997233939,20z
1,49;-22,520329;-44,712864;74,500000;-44.7128636999394,-22.5203287355152;https://www.google.com.br/maps/@-44.7128636999394,-22.5203287355152,20z
1,50;-22,520358;-44,712955;75,000000;-44.7129547960479,-22.5203582681437;https://www.google.com.br/maps/@-44.7129547960479,-22.5203582681437,20z
1,51;-22,520388;-44,713046;75,500000;-44.7130457421557,-22.5203881064671;https://www.google.com.br/maps/@-44.7130457421557,-22.5203881064671,20z
1,52;-22,520417;-44,713137;76,000000;-44.7131371372414,-22.520416957931;https://www.google.com.br/maps/@-44.7131371372414,-22.520416957931,20z
1,53;-22,520446;-44,713228;76,500000;-44.7132284891566,-22.5204462460241;https://www.google.com.br/maps/@-44.7132284891566,-22.5204462460241,20z
1,54;-22,520477;-44,713320;77,000000;-44.7133196216868,-22.5204772279518;https://www.google.com.br/maps/@-44.7133196216868,-22.5204772279518,20z
1,55;-22,520509;-44,713410;77,500000;-44.7134102404651,-22.5205091316279;https://www.google.com.br/maps/@-44.7134102404651,-22.5205091316279,20z
1,56;-22,520542;-44,713500;78,000000;-44.7135004555814,-22.5205417595349;https://www.google.com.br/maps/@-44.7135004555814,-22.5205417595349,20z
1,57;-22,520575;-44,713590;78,500000;-44.7135902631034,-22.520575342069;https://www.google.com.br/maps/@-44.7135902631034,-22.520575342069,20z
1,58;-22,520609;-44,713680;79,000000;-44.7136799251136,-22.5206092481818;https://www.google.com.br/maps/@-44.7136799251136,-22.5206092481818,20z
1,59;-22,520644;-44,713769;79,500000;-44.71376897625,-22.52064443;https://www.google.com.br/maps/@-44.71376897625,-22.52064443,20z
1,60;-22,520680;-44,713858;80,000000;-44.7138578882955,-22.5206802010227;https://www.google.com.br/maps/@-44.7138578882955,-22.5206802010227,20z
1,61;-22,520717;-44,713947;80,500000;-44.7139465303409,-22.5207171157955;https://www.google.com.br/maps/@-44.7139465303409,-22.5207171157955,20z
1,62;-22,520754;-44,714035;81,000000;-44.7140348696,-22.5207543053714;https://www.google.com.br/maps/@-44.7140348696,-22.5207543053714,20z
1,63;-22,520792;-44,714123;81,500000;-44.7141229896,-22.5207916939429;https://www.google.com.br/maps/@-44.7141229896,-22.5207916939429,20z
1,64;-22,520829;-44,714211;82,000000;-44.7142107476437,-22.5208294373563;https://www.google.com.br/maps/@-44.7142107476437,-22.5208294373563,20z
1,65;-22,520867;-44,714298;82,500000;-44.7142984270349,-22.5208673856395;https://www.google.com.br/maps/@-44.7142984270349,-22.5208673856395,20z
1,66;-22,520907;-44,714386;83,000000;-44.7143860607558,-22.5209066705233;https://www.google.com.br/maps/@-44.7143860607558,-22.5209066705233,20z
1,67;-22,520946;-44,714473;83,500000;-44.7144734621637,-22.5209464407018;https://www.google.com.br/maps/@-44.7144734621637,-22.5209464407018,20z
1,68;-22,520987;-44,714560;84,000000;-44.7145604680117,-22.520987037193;https://www.google.com.br/maps/@-44.7145604680117,-22.520987037193,20z
1,69;-22,521029;-44,714647;84,500000;-44.714646952807,-22.5210285870175;https://www.google.com.br/maps/@-44.714646952807,-22.5210285870175,20z
1,70;-22,521071;-44,714733;85,000000;-44.7147331691813,-22.5210706279532;https://www.google.com.br/maps/@-44.7147331691813,-22.5210706279532,20z
1,71;-22,521114;-44,714818;85,500000;-44.7148183238953,-22.5211143201163;https://www.google.com.br/maps/@-44.7148183238953,-22.5211143201163,20z
1,72;-22,521158;-44,714903;86,000000;-44.7149032305263,-22.5211584835673;https://www.google.com.br/maps/@-44.7149032305263,-22.5211584835673,20z
1,73;-22,521204;-44,714987;86,500000;-44.7149874936842,-22.5212039338596;https://www.google.com.br/maps/@-44.7149874936842,-22.5212039338596,20z
1,74;-22,521250;-44,715072;87,000000;-44.7150716476923,-22.5212499284615;https://www.google.com.br/maps/@-44.7150716476923,-22.5212499284615,20z
1,75;-22,521296;-44,715156;87,500000;-44.7151557009467,-22.521296425503;https://www.google.com.br/maps/@-44.7151557009467,-22.521296425503,20z
1,76;-22,521343;-44,715240;88,000000;-44.7152395321429,-22.5213430089881;https://www.google.com.br/maps/@-44.7152395321429,-22.5213430089881,20z
1,77;-22,521390;-44,715323;88,500000;-44.71532335,-22.5213896053293;https://www.google.com.br/maps/@-44.71532335,-22.5213896053293,20z
1,78;-22,521436;-44,715407;89,000000;-44.71540735,-22.5214361741916;https://www.google.com.br/maps/@-44.71540735,-22.5214361741916,20z
1,79;-22,521483;-44,715491;89,500000;-44.7154912321557,-22.5214826137126;https://www.google.com.br/maps/@-44.7154912321557,-22.5214826137126,20z
1,80;-22,521529;-44,715575;90,000000;-44.7155749866467,-22.5215289131138;https://www.google.com.br/maps/@-44.7155749866467,-22.5215289131138,20z
1,81;-22,521575;-44,715659;90,500000;-44.715659156,-22.5215752841818;https://www.google.com.br/maps/@-44.715659156,-22.5215752841818,20z
1,82;-22,521622;-44,715743;91,000000;-44.7157432971084,-22.5216216466265;https://www.google.com.br/maps/@-44.7157432971084,-22.5216216466265,20z
1,83;-22,521668;-44,715827;91,500000;-44.7158267790361,-22.5216678755422;https://www.google.com.br/maps/@-44.7158267790361,-22.5216678755422,20z
1,84;-22,521714;-44,715910;92,000000;-44.71591042,-22.5217143990909;https://www.google.com.br/maps/@-44.71591042,-22.5217143990909,20z
1,85;-22,521761;-44,715994;92,500000;-44.71599422,-22.5217612172727;https://www.google.com.br/maps/@-44.71599422,-22.5217612172727,20z
1,86;-22,521808;-44,716078;93,000000;-44.716078009697,-22.5218077984849;https://www.google.com.br/maps/@-44.716078009697,-22.5218077984849,20z
1,87;-22,521854;-44,716162;93,500000;-44.7161617927273,-22.5218543184848;https://www.google.com.br/maps/@-44.7161617927273,-22.5218543184848,20z
1,88;-22,521901;-44,716246;94,000000;-44.7162455563636,-22.5219007609091;https://www.google.com.br/maps/@-44.7162455563636,-22.5219007609091,20z
1,89;-22,521947;-44,716330;94,500000;-44.7163296933333,-22.5219471666667;https://www.google.com.br/maps/@-44.7163296933333,-22.5219471666667,20z
1,90;-22,521994;-44,716414;95,000000;-44.7164141357576,-22.5219935424242;https://www.google.com.br/maps/@-44.7164141357576,-22.5219935424242,20z
