KM;LAT;LONG;ESTACA;TEXTO FORMATO GOOGLE;link para google maps
172,55;-23,315673;-46,075701;8627,500000;-46.075701166875,-23.3156730310598;https://www.google.com.br/maps/@-46.075701166875,-23.3156730310598,20z
172,56;-23,315693;-46,075796;8628,000000;-46.075795604375,-23.3156933000815;https://www.google.com.br/maps/@-46.075795604375,-23.3156933000815,20z
172,57;-23,315714;-46,075890;8628,500000;-46.075890041875,-23.3157135691033;https://www.google.com.br/maps/@-46.075890041875,-23.3157135691033,20z
172,58;-23,315734;-46,075984;8629,000000;-46.075984479375,-23.315733838125;https://www.google.com.br/maps/@-46.075984479375,-23.315733838125,20z
172,59;-23,315749;-46,076080;8629,500000;-46.0760795726667,-23.3157494273333;https://www.google.com.br/maps/@-46.0760795726667,-23.3157494273333,20z
172,60;-23,315762;-46,076176;8630,000000;-46.0761756071428,-23.3157615628571;https://www.google.com.br/maps/@-46.0761756071428,-23.3157615628571,20z
172,61;-23,315772;-46,076272;8630,500000;-46.0762715557143,-23.3157719785714;https://www.google.com.br/maps/@-46.0762715557143,-23.3157719785714,20z
172,62;-23,315789;-46,076366;8631,000000;-46.0763661861538,-23.31578914;https://www.google.com.br/maps/@-46.0763661861538,-23.31578914,20z
172,63;-23,315807;-46,076461;8631,500000;-46.0764605415384,-23.3158067630769;https://www.google.com.br/maps/@-46.0764605415384,-23.3158067630769,20z
172,64;-23,315826;-46,076555;8632,000000;-46.0765550923077,-23.3158258561538;https://www.google.com.br/maps/@-46.0765550923077,-23.3158258561538,20z
172,65;-23,315844;-46,076650;8632,500000;-46.076650055,-23.315843825;https://www.google.com.br/maps/@-46.076650055,-23.315843825,20z
172,66;-23,315857;-46,076745;8633,000000;-46.0767445538116,-23.3158574981166;https://www.google.com.br/maps/@-46.0767445538116,-23.3158574981166,20z
172,67;-23,315857;-46,076841;8633,500000;-46.0768412668161,-23.3158566281614;https://www.google.com.br/maps/@-46.0768412668161,-23.3158566281614,20z
172,68;-23,315858;-46,076938;8634,000000;-46.07693787,-23.3158581692308;https://www.google.com.br/maps/@-46.07693787,-23.3158581692308,20z
172,69;-23,315863;-46,077033;8634,500000;-46.0770332161538,-23.3158629707692;https://www.google.com.br/maps/@-46.0770332161538,-23.3158629707692,20z
172,70;-23,315876;-46,077128;8635,000000;-46.0771282817857,-23.3158760128571;https://www.google.com.br/maps/@-46.0771282817857,-23.3158760128571,20z
172,71;-23,315889;-46,077224;8635,500000;-46.0772240469014,-23.3158893501408;https://www.google.com.br/maps/@-46.0772240469014,-23.3158893501408,20z
172,72;-23,315899;-46,077321;8636,000000;-46.0773206,-23.31589909;https://www.google.com.br/maps/@-46.0773206,-23.31589909,20z
172,73;-23,315903;-46,077416;8636,500000;-46.0774163387387,-23.3159031440541;https://www.google.com.br/maps/@-46.0774163387387,-23.3159031440541,20z
172,74;-23,315910;-46,077513;8637,000000;-46.0775130625203,-23.3159095160976;https://www.google.com.br/maps/@-46.0775130625203,-23.3159095160976,20z
172,75;-23,315921;-46,077609;8637,500000;-46.0776090517777,-23.3159206973333;https://www.google.com.br/maps/@-46.0776090517777,-23.3159206973333,20z
172,76;-23,315935;-46,077704;8638,000000;-46.0777043688732,-23.3159351240845;https://www.google.com.br/maps/@-46.0777043688732,-23.3159351240845,20z
172,77;-23,315952;-46,077799;8638,500000;-46.0777991716901,-23.3159515888732;https://www.google.com.br/maps/@-46.0777991716901,-23.3159515888732,20z
172,78;-23,315969;-46,077894;8639,000000;-46.077894107619,-23.3159690688435;https://www.google.com.br/maps/@-46.077894107619,-23.3159690688435,20z
172,79;-23,315986;-46,077989;8639,500000;-46.0779890886301,-23.3159864573973;https://www.google.com.br/maps/@-46.0779890886301,-23.3159864573973,20z
172,80;-23,316004;-46,078084;8640,000000;-46.0780841091781,-23.3160035464384;https://www.google.com.br/maps/@-46.0780841091781,-23.3160035464384,20z
172,81;-23,316022;-46,078179;8640,500000;-46.0781785623077,-23.3160217069231;https://www.google.com.br/maps/@-46.0781785623077,-23.3160217069231,20z
172,82;-23,316040;-46,078273;8641,000000;-46.0782731445283,-23.3160398501258;https://www.google.com.br/maps/@-46.0782731445283,-23.3160398501258,20z
172,83;-23,316058;-46,078368;8641,500000;-46.078367955849,-23.3160579004402;https://www.google.com.br/maps/@-46.078367955849,-23.3160579004402,20z
172,84;-23,316076;-46,078463;8642,000000;-46.0784626168711,-23.316076138589;https://www.google.com.br/maps/@-46.0784626168711,-23.316076138589,20z
172,85;-23,316095;-46,078557;8642,500000;-46.0785572771764,-23.3160947342353;https://www.google.com.br/maps/@-46.0785572771764,-23.3160947342353,20z
172,86;-23,316115;-46,078652;8643,000000;-46.0786520948235,-23.3161147577647;https://www.google.com.br/maps/@-46.0786520948235,-23.3161147577647,20z
172,87;-23,316135;-46,078747;8643,500000;-46.0787466918518,-23.3161351107407;https://www.google.com.br/maps/@-46.0787466918518,-23.3161351107407,20z
172,88;-23,316156;-46,078841;8644,000000;-46.0788410498765,-23.3161558206173;https://www.google.com.br/maps/@-46.0788410498765,-23.3161558206173,20z
172,89;-23,316178;-46,078935;8644,500000;-46.0789346267455,-23.3161776349112;https://www.google.com.br/maps/@-46.0789346267455,-23.3161776349112,20z
172,90;-23,316200;-46,079028;8645,000000;-46.0790281123563,-23.3161998175862;https://www.google.com.br/maps/@-46.0790281123563,-23.3161998175862,20z
172,91;-23,316223;-46,079122;8645,500000;-46.0791217732758,-23.3162229210345;https://www.google.com.br/maps/@-46.0791217732758,-23.3162229210345,20z
172,92;-23,316246;-46,079215;8646,000000;-46.0792153662722,-23.3162463794675;https://www.google.com.br/maps/@-46.0792153662722,-23.3162463794675,20z
172,93;-23,316270;-46,079309;8646,500000;-46.0793088692307,-23.3162703084615;https://www.google.com.br/maps/@-46.0793088692307,-23.3162703084615,20z
172,94;-23,316295;-46,079402;8647,000000;-46.0794022933728,-23.3162949336686;https://www.google.com.br/maps/@-46.0794022933728,-23.3162949336686,20z
172,95;-23,316320;-46,079496;8647,500000;-46.0794956773964,-23.3163198466864;https://www.google.com.br/maps/@-46.0794956773964,-23.3163198466864,20z
172,96;-23,316346;-46,079589;8648,000000;-46.0795888253254,-23.3163455804142;https://www.google.com.br/maps/@-46.0795888253254,-23.3163455804142,20z
172,97;-23,316372;-46,079682;8648,500000;-46.0796817654117,-23.3163715412941;https://www.google.com.br/maps/@-46.0796817654117,-23.3163715412941,20z
172,98;-23,316398;-46,079774;8649,000000;-46.079774336,-23.316397906;https://www.google.com.br/maps/@-46.079774336,-23.316397906,20z
172,99;-23,316425;-46,079867;8649,500000;-46.0798671118935,-23.3164246939053;https://www.google.com.br/maps/@-46.0798671118935,-23.3164246939053,20z
173,00;-23,316452;-46,079960;8650,000000;-46.0799599935503,-23.3164516998225;https://www.google.com.br/maps/@-46.0799599935503,-23.3164516998225,20z
173,01;-23,316480;-46,080052;8650,500000;-46.0800521290532,-23.3164795437278;https://www.google.com.br/maps/@-46.0800521290532,-23.3164795437278,20z
173,02;-23,316508;-46,080144;8651,000000;-46.0801442032934,-23.3165077316766;https://www.google.com.br/maps/@-46.0801442032934,-23.3165077316766,20z
173,03;-23,316537;-46,080236;8651,500000;-46.0802361793413,-23.3165367376647;https://www.google.com.br/maps/@-46.0802361793413,-23.3165367376647,20z
173,04;-23,316566;-46,080328;8652,000000;-46.0803281293333,-23.3165661133939;https://www.google.com.br/maps/@-46.0803281293333,-23.3165661133939,20z
173,05;-23,316596;-46,080420;8652,500000;-46.0804200626666,-23.3165957255151;https://www.google.com.br/maps/@-46.0804200626666,-23.3165957255151,20z
173,06;-23,316626;-46,080512;8653,000000;-46.0805121572152,-23.3166255337975;https://www.google.com.br/maps/@-46.0805121572152,-23.3166255337975,20z
173,07;-23,316655;-46,080604;8653,500000;-46.0806039887952,-23.3166554612048;https://www.google.com.br/maps/@-46.0806039887952,-23.3166554612048,20z
173,08;-23,316686;-46,080695;8654,000000;-46.0806953803614,-23.3166855696385;https://www.google.com.br/maps/@-46.0806953803614,-23.3166855696385,20z
173,09;-23,316716;-46,080787;8654,500000;-46.0807869654717,-23.3167160166038;https://www.google.com.br/maps/@-46.0807869654717,-23.3167160166038,20z
173,10;-23,316747;-46,080879;8655,000000;-46.0808785199382,-23.3167467864197;https://www.google.com.br/maps/@-46.0808785199382,-23.3167467864197,20z
173,11;-23,316779;-46,080969;8655,500000;-46.0809693656173,-23.3167788358025;https://www.google.com.br/maps/@-46.0809693656173,-23.3167788358025,20z
173,12;-23,316812;-46,081060;8656,000000;-46.0810599541463,-23.3168117929268;https://www.google.com.br/maps/@-46.0810599541463,-23.3168117929268,20z
173,13;-23,316846;-46,081150;8656,500000;-46.0811502956097,-23.3168456221951;https://www.google.com.br/maps/@-46.0811502956097,-23.3168456221951,20z
173,14;-23,316881;-46,081241;8657,000000;-46.0812405403636,-23.3168806018182;https://www.google.com.br/maps/@-46.0812405403636,-23.3168806018182,20z
173,15;-23,316916;-46,081331;8657,500000;-46.0813306528143,-23.3169159452695;https://www.google.com.br/maps/@-46.0813306528143,-23.3169159452695,20z
173,16;-23,316952;-46,081420;8658,000000;-46.0814203474251,-23.3169519692215;https://www.google.com.br/maps/@-46.0814203474251,-23.3169519692215,20z
173,17;-23,316988;-46,081510;8658,500000;-46.0815097673964,-23.3169882110651;https://www.google.com.br/maps/@-46.0815097673964,-23.3169882110651,20z
173,18;-23,317025;-46,081599;8659,000000;-46.0815989626627,-23.3170246311834;https://www.google.com.br/maps/@-46.0815989626627,-23.3170246311834,20z
173,19;-23,317061;-46,081688;8659,500000;-46.0816881974117,-23.3170610744706;https://www.google.com.br/maps/@-46.0816881974117,-23.3170610744706,20z
173,20;-23,317098;-46,081777;8660,000000;-46.0817774243275,-23.3170975248538;https://www.google.com.br/maps/@-46.0817774243275,-23.3170975248538,20z
173,21;-23,317134;-46,081867;8660,500000;-46.0818665763742,-23.31713399269;https://www.google.com.br/maps/@-46.0818665763742,-23.31713399269,20z
173,22;-23,317171;-46,081956;8661,000000;-46.0819558415789,-23.3171705947368;https://www.google.com.br/maps/@-46.0819558415789,-23.3171705947368,20z
173,23;-23,317207;-46,082045;8661,500000;-46.0820452450877,-23.3172073608187;https://www.google.com.br/maps/@-46.0820452450877,-23.3172073608187,20z
173,24;-23,317245;-46,082134;8662,000000;-46.08213435,-23.3172445581395;https://www.google.com.br/maps/@-46.08213435,-23.3172445581395,20z
173,25;-23,317282;-46,082223;8662,500000;-46.0822233464162,-23.3172819120231;https://www.google.com.br/maps/@-46.0822233464162,-23.3172819120231,20z
173,26;-23,317320;-46,082312;8663,000000;-46.0823121672254,-23.3173195131792;https://www.google.com.br/maps/@-46.0823121672254,-23.3173195131792,20z
173,27;-23,317357;-46,082401;8663,500000;-46.0824009683333,-23.3173570333333;https://www.google.com.br/maps/@-46.0824009683333,-23.3173570333333,20z
173,28;-23,317394;-46,082490;8664,000000;-46.0824897212069,-23.3173943551724;https://www.google.com.br/maps/@-46.0824897212069,-23.3173943551724,20z
173,29;-23,317432;-46,082579;8664,500000;-46.0825786827011,-23.3174316011494;https://www.google.com.br/maps/@-46.0825786827011,-23.3174316011494,20z
173,30;-23,317469;-46,082668;8665,000000;-46.082667814885,-23.3174687850575;https://www.google.com.br/maps/@-46.082667814885,-23.3174687850575,20z
173,31;-23,317506;-46,082757;8665,500000;-46.0827571751724,-23.31750609;https://www.google.com.br/maps/@-46.0827571751724,-23.31750609,20z
173,32;-23,317543;-46,082847;8666,000000;-46.0828465333522,-23.3175434278409;https://www.google.com.br/maps/@-46.0828465333522,-23.3175434278409,20z
173,33;-23,317581;-46,082935;8666,500000;-46.0829351526704,-23.3175808255682;https://www.google.com.br/maps/@-46.0829351526704,-23.3175808255682,20z
173,34;-23,317618;-46,083024;8667,000000;-46.0830238283522,-23.3176182902273;https://www.google.com.br/maps/@-46.0830238283522,-23.3176182902273,20z
173,35;-23,317656;-46,083113;8667,500000;-46.0831126294886,-23.3176559038636;https://www.google.com.br/maps/@-46.0831126294886,-23.3176559038636,20z
173,36;-23,317694;-46,083201;8668,000000;-46.083201474375,-23.31769362375;https://www.google.com.br/maps/@-46.083201474375,-23.31769362375,20z
173,37;-23,317731;-46,083290;8668,500000;-46.0832903550568,-23.3177314305682;https://www.google.com.br/maps/@-46.0832903550568,-23.3177314305682,20z
173,38;-23,317769;-46,083379;8669,000000;-46.0833789550847,-23.3177693141243;https://www.google.com.br/maps/@-46.0833789550847,-23.3177693141243,20z
173,39;-23,317807;-46,083467;8669,500000;-46.0834674846892,-23.3178072146893;https://www.google.com.br/maps/@-46.0834674846892,-23.3178072146893,20z
173,40;-23,317845;-46,083556;8670,000000;-46.0835562191525,-23.3178449491525;https://www.google.com.br/maps/@-46.0835562191525,-23.3178449491525,20z
173,41;-23,317883;-46,083645;8670,500000;-46.0836450750847,-23.317882509887;https://www.google.com.br/maps/@-46.0836450750847,-23.317882509887,20z
173,42;-23,317920;-46,083734;8671,000000;-46.0837342954237,-23.317919549435;https://www.google.com.br/maps/@-46.0837342954237,-23.317919549435,20z
173,43;-23,317957;-46,083824;8671,500000;-46.0838236350847,-23.3179565564407;https://www.google.com.br/maps/@-46.0838236350847,-23.3179565564407,20z
173,44;-23,317994;-46,083913;8672,000000;-46.0839131040113,-23.3179935281921;https://www.google.com.br/maps/@-46.0839131040113,-23.3179935281921,20z
173,45;-23,318031;-46,084002;8672,500000;-46.0840021522472,-23.3180305558989;https://www.google.com.br/maps/@-46.0840021522472,-23.3180305558989,20z
173,46;-23,318068;-46,084091;8673,000000;-46.0840910286517,-23.3180676064607;https://www.google.com.br/maps/@-46.0840910286517,-23.3180676064607,20z
173,47;-23,318105;-46,084180;8673,500000;-46.0841802144068,-23.3181048254237;https://www.google.com.br/maps/@-46.0841802144068,-23.3181048254237,20z
173,48;-23,318142;-46,084269;8674,000000;-46.0842693954237,-23.3181420615819;https://www.google.com.br/maps/@-46.0842693954237,-23.3181420615819,20z
173,49;-23,318179;-46,084358;8674,500000;-46.084358429322,-23.3181793214689;https://www.google.com.br/maps/@-46.084358429322,-23.3181793214689,20z
173,50;-23,318217;-46,084447;8675,000000;-46.0844473420339,-23.3182167179661;https://www.google.com.br/maps/@-46.0844473420339,-23.3182167179661,20z
173,51;-23,318254;-46,084536;8675,500000;-46.0845360651977,-23.3182543281356;https://www.google.com.br/maps/@-46.0845360651977,-23.3182543281356,20z
173,52;-23,318292;-46,084625;8676,000000;-46.0846250163636,-23.3182918418182;https://www.google.com.br/maps/@-46.0846250163636,-23.3182918418182,20z
173,53;-23,318329;-46,084714;8676,500000;-46.0847141072727,-23.3183292963636;https://www.google.com.br/maps/@-46.0847141072727,-23.3183292963636,20z
173,54;-23,318367;-46,084803;8677,000000;-46.0848030076136,-23.3183666629545;https://www.google.com.br/maps/@-46.0848030076136,-23.3183666629545,20z
173,55;-23,318404;-46,084892;8677,500000;-46.0848919082857,-23.3184040085714;https://www.google.com.br/maps/@-46.0848919082857,-23.3184040085714,20z
173,56;-23,318441;-46,084981;8678,000000;-46.0849810911428,-23.3184412942857;https://www.google.com.br/maps/@-46.0849810911428,-23.3184412942857,20z
173,57;-23,318478;-46,085070;8678,500000;-46.085070256,-23.318478494;https://www.google.com.br/maps/@-46.085070256,-23.318478494,20z
173,58;-23,318516;-46,085159;8679,000000;-46.0851593874285,-23.318515534;https://www.google.com.br/maps/@-46.0851593874285,-23.318515534,20z
173,59;-23,318553;-46,085248;8679,500000;-46.0852483131428,-23.3185525397143;https://www.google.com.br/maps/@-46.0852483131428,-23.3185525397143,20z
173,60;-23,318590;-46,085337;8680,000000;-46.0853371017143,-23.3185895225714;https://www.google.com.br/maps/@-46.0853371017143,-23.3185895225714,20z
173,61;-23,318627;-46,085426;8680,500000;-46.0854261774712,-23.3186268766092;https://www.google.com.br/maps/@-46.0854261774712,-23.3186268766092,20z
173,62;-23,318664;-46,085515;8681,000000;-46.0855152906322,-23.3186643283908;https://www.google.com.br/maps/@-46.0855152906322,-23.3186643283908,20z
173,63;-23,318702;-46,085604;8681,500000;-46.0856042963793,-23.3187020410345;https://www.google.com.br/maps/@-46.0856042963793,-23.3187020410345,20z
173,64;-23,318740;-46,085693;8682,000000;-46.0856931609826,-23.3187399113295;https://www.google.com.br/maps/@-46.0856931609826,-23.3187399113295,20z
173,65;-23,318778;-46,085782;8682,500000;-46.0857817852601,-23.3187780500578;https://www.google.com.br/maps/@-46.0857817852601,-23.3187780500578,20z
173,66;-23,318816;-46,085870;8683,000000;-46.0858703746511,-23.3188162488372;https://www.google.com.br/maps/@-46.0858703746511,-23.3188162488372,20z
173,67;-23,318854;-46,085959;8683,500000;-46.0859589444186,-23.3188544813953;https://www.google.com.br/maps/@-46.0859589444186,-23.3188544813953,20z
173,68;-23,318892;-46,086048;8684,000000;-46.0860475172514,-23.3188923439766;https://www.google.com.br/maps/@-46.0860475172514,-23.3188923439766,20z
173,69;-23,318930;-46,086136;8684,500000;-46.0861361701754,-23.3189300614035;https://www.google.com.br/maps/@-46.0861361701754,-23.3189300614035,20z
173,70;-23,318967;-46,086225;8685,000000;-46.0862251233918,-23.3189673538012;https://www.google.com.br/maps/@-46.0862251233918,-23.3189673538012,20z
173,71;-23,319004;-46,086314;8685,500000;-46.0863140561403,-23.319004371345;https://www.google.com.br/maps/@-46.0863140561403,-23.319004371345,20z
173,72;-23,319041;-46,086403;8686,000000;-46.086402968421,-23.3190411140351;https://www.google.com.br/maps/@-46.086402968421,-23.3190411140351,20z
173,73;-23,319078;-46,086492;8686,500000;-46.0864924108333,-23.3190777214286;https://www.google.com.br/maps/@-46.0864924108333,-23.3190777214286,20z
173,74;-23,319114;-46,086582;8687,000000;-46.0865820042168,-23.319114269759;https://www.google.com.br/maps/@-46.0865820042168,-23.319114269759,20z
173,75;-23,319151;-46,086672;8687,500000;-46.0866716789156,-23.3191506312048;https://www.google.com.br/maps/@-46.0866716789156,-23.3191506312048,20z
173,76;-23,319187;-46,086761;8688,000000;-46.0867611378048,-23.3191870934146;https://www.google.com.br/maps/@-46.0867611378048,-23.3191870934146,20z
173,77;-23,319224;-46,086850;8688,500000;-46.0868503329268,-23.3192236787805;https://www.google.com.br/maps/@-46.0868503329268,-23.3192236787805,20z
173,78;-23,319261;-46,086939;8689,000000;-46.0869393849079,-23.3192606795092;https://www.google.com.br/maps/@-46.0869393849079,-23.3192606795092,20z
173,79;-23,319298;-46,087028;8689,500000;-46.0870283666666,-23.3192977866667;https://www.google.com.br/maps/@-46.0870283666666,-23.3192977866667,20z
173,80;-23,319335;-46,087117;8690,000000;-46.0871171814815,-23.3193349348148;https://www.google.com.br/maps/@-46.0871171814815,-23.3193349348148,20z
173,81;-23,319372;-46,087206;8690,500000;-46.0872063476923,-23.3193719497436;https://www.google.com.br/maps/@-46.0872063476923,-23.3193719497436,20z
173,82;-23,319409;-46,087296;8691,000000;-46.08729579,-23.31940886;https://www.google.com.br/maps/@-46.08729579,-23.31940886,20z
173,83;-23,319445;-46,087385;8691,500000;-46.0873850951948,-23.3194450288312;https://www.google.com.br/maps/@-46.0873850951948,-23.3194450288312,20z
173,84;-23,319481;-46,087475;8692,000000;-46.0874746893333,-23.3194810341333;https://www.google.com.br/maps/@-46.0874746893333,-23.3194810341333,20z
173,85;-23,319517;-46,087565;8692,500000;-46.0875646226666,-23.3195168474667;https://www.google.com.br/maps/@-46.0875646226666,-23.3195168474667,20z
173,86;-23,319552;-46,087654;8693,000000;-46.0876540014765,-23.3195518026846;https://www.google.com.br/maps/@-46.0876540014765,-23.3195518026846,20z
173,87;-23,319586;-46,087744;8693,500000;-46.0877437823287,-23.3195863962329;https://www.google.com.br/maps/@-46.0877437823287,-23.3195863962329,20z
173,88;-23,319621;-46,087834;8694,000000;-46.08783404625,-23.3196206161805;https://www.google.com.br/maps/@-46.08783404625,-23.3196206161805,20z
173,89;-23,319654;-46,087925;8694,500000;-46.08792467125,-23.3196542342361;https://www.google.com.br/maps/@-46.08792467125,-23.3196542342361,20z
173,90;-23,319688;-46,088015;8695,000000;-46.0880153895774,-23.3196875682394;https://www.google.com.br/maps/@-46.0880153895774,-23.3196875682394,20z
173,91;-23,319721;-46,088106;8695,500000;-46.08810615,-23.3197206164286;https://www.google.com.br/maps/@-46.08810615,-23.3197206164286,20z
173,92;-23,319753;-46,088197;8696,000000;-46.08819675,-23.3197532592857;https://www.google.com.br/maps/@-46.08819675,-23.3197532592857,20z
173,93;-23,319786;-46,088288;8696,500000;-46.0882876003676,-23.3197856902206;https://www.google.com.br/maps/@-46.0882876003676,-23.3197856902206,20z
173,94;-23,319818;-46,088379;8697,000000;-46.0883786094776,-23.3198181748507;https://www.google.com.br/maps/@-46.0883786094776,-23.3198181748507,20z
173,95;-23,319851;-46,088470;8697,500000;-46.0884697129545,-23.3198508677273;https://www.google.com.br/maps/@-46.0884697129545,-23.3198508677273,20z
173,96;-23,319884;-46,088560;8698,000000;-46.0885603720454,-23.3198838222727;https://www.google.com.br/maps/@-46.0885603720454,-23.3198838222727,20z
173,97;-23,319918;-46,088650;8698,500000;-46.0886504831297,-23.31991754;https://www.google.com.br/maps/@-46.0886504831297,-23.31991754,20z
173,98;-23,319951;-46,088741;8699,000000;-46.08874091,-23.31995081;https://www.google.com.br/maps/@-46.08874091,-23.31995081,20z
173,99;-23,319983;-46,088832;8699,500000;-46.0888321304958,-23.3199827655372;https://www.google.com.br/maps/@-46.0888321304958,-23.3199827655372,20z
174,00;-23,320013;-46,088924;8700,000000;-46.088923758595,-23.3200131126446;https://www.google.com.br/maps/@-46.088923758595,-23.3200131126446,20z
174,01;-23,320042;-46,089015;8700,500000;-46.089015382735,-23.3200423180342;https://www.google.com.br/maps/@-46.089015382735,-23.3200423180342,20z
174,02;-23,320071;-46,089108;8701,000000;-46.089107612,-23.3200706054545;https://www.google.com.br/maps/@-46.089107612,-23.3200706054545,20z
174,03;-23,320098;-46,089201;8701,500000;-46.089200525631,-23.3200982106796;https://www.google.com.br/maps/@-46.089200525631,-23.3200982106796,20z
174,04;-23,320127;-46,089293;8702,000000;-46.0892928535294,-23.3201270769608;https://www.google.com.br/maps/@-46.0892928535294,-23.3201270769608,20z
174,05;-23,320159;-46,089384;8702,500000;-46.0893840207692,-23.3201586115384;https://www.google.com.br/maps/@-46.0893840207692,-23.3201586115384,20z
174,06;-23,320194;-46,089473;8703,000000;-46.089473145443,-23.3201939981012;https://www.google.com.br/maps/@-46.089473145443,-23.3201939981012,20z
174,07;-23,320234;-46,089561;8703,500000;-46.08956107,-23.3202337;https://www.google.com.br/maps/@-46.08956107,-23.3202337,20z
174,08;-23,320272;-46,089650;8704,000000;-46.0896504125641,-23.3202718123077;https://www.google.com.br/maps/@-46.0896504125641,-23.3202718123077,20z
174,09;-23,320308;-46,089740;8704,500000;-46.0897395685714,-23.3203081185714;https://www.google.com.br/maps/@-46.0897395685714,-23.3203081185714,20z
174,10;-23,320331;-46,089833;8705,000000;-46.0898325942857,-23.3203313964286;https://www.google.com.br/maps/@-46.0898325942857,-23.3203313964286,20z
174,11;-23,320359;-46,089925;8705,500000;-46.08992514,-23.32035892;https://www.google.com.br/maps/@-46.08992514,-23.32035892,20z
174,12;-23,320387;-46,090017;8706,000000;-46.0900172706666,-23.3203865846667;https://www.google.com.br/maps/@-46.0900172706666,-23.3203865846667,20z
174,13;-23,320415;-46,090110;8706,500000;-46.0901096878571,-23.3204151428571;https://www.google.com.br/maps/@-46.0901096878571,-23.3204151428571,20z
174,14;-23,320442;-46,090202;8707,000000;-46.0902020728571,-23.3204421707143;https://www.google.com.br/maps/@-46.0902020728571,-23.3204421707143,20z
174,15;-23,320470;-46,090295;8707,500000;-46.0902946233333,-23.3204703733333;https://www.google.com.br/maps/@-46.0902946233333,-23.3204703733333,20z
174,16;-23,320497;-46,090387;8708,000000;-46.09038743,-23.32049662;https://www.google.com.br/maps/@-46.09038743,-23.32049662,20z
174,17;-23,320522;-46,090480;8708,500000;-46.0904803329411,-23.3205217058823;https://www.google.com.br/maps/@-46.0904803329411,-23.3205217058823,20z
174,18;-23,320530;-46,090576;8709,000000;-46.0905762688888,-23.3205304622222;https://www.google.com.br/maps/@-46.0905762688888,-23.3205304622222,20z
174,19;-23,320556;-46,090669;8709,500000;-46.09066885,-23.32055581;https://www.google.com.br/maps/@-46.09066885,-23.32055581,20z
174,20;-23,320577;-46,090763;8710,000000;-46.0907634078161,-23.3205771994253;https://www.google.com.br/maps/@-46.0907634078161,-23.3205771994253,20z
174,21;-23,320597;-46,090858;8710,500000;-46.0908580854545,-23.3205968103306;https://www.google.com.br/maps/@-46.0908580854545,-23.3205968103306,20z
174,22;-23,320618;-46,090952;8711,000000;-46.0909520366887,-23.3206177221854;https://www.google.com.br/maps/@-46.0909520366887,-23.3206177221854,20z
174,23;-23,320642;-46,091046;8711,500000;-46.0910456459602,-23.3206420400662;https://www.google.com.br/maps/@-46.0910456459602,-23.3206420400662,20z
174,24;-23,320667;-46,091139;8712,000000;-46.0911386555828,-23.3206667703681;https://www.google.com.br/maps/@-46.0911386555828,-23.3206667703681,20z
174,25;-23,320692;-46,091232;8712,500000;-46.0912316258282,-23.3206915682208;https://www.google.com.br/maps/@-46.0912316258282,-23.3206915682208,20z
174,26;-23,320716;-46,091325;8713,000000;-46.0913253313497,-23.3207160896932;https://www.google.com.br/maps/@-46.0913253313497,-23.3207160896932,20z
174,27;-23,320740;-46,091419;8713,500000;-46.0914187361818,-23.3207403715151;https://www.google.com.br/maps/@-46.0914187361818,-23.3207403715151,20z
174,28;-23,320764;-46,091512;8714,000000;-46.0915118634545,-23.3207644321212;https://www.google.com.br/maps/@-46.0915118634545,-23.3207644321212,20z
174,29;-23,320788;-46,091606;8714,500000;-46.0916055338181,-23.3207883661818;https://www.google.com.br/maps/@-46.0916055338181,-23.3207883661818,20z
174,30;-23,320812;-46,091699;8715,000000;-46.0916992372455,-23.3208121458683;https://www.google.com.br/maps/@-46.0916992372455,-23.3208121458683,20z
174,31;-23,320835;-46,091793;8715,500000;-46.0917927701796,-23.3208354452695;https://www.google.com.br/maps/@-46.0917927701796,-23.3208354452695,20z
174,32;-23,320858;-46,091886;8716,000000;-46.0918864650595,-23.3208584686905;https://www.google.com.br/maps/@-46.0918864650595,-23.3208584686905,20z
174,33;-23,320881;-46,091980;8716,500000;-46.0919802924404,-23.3208812663095;https://www.google.com.br/maps/@-46.0919802924404,-23.3208812663095,20z
174,34;-23,320903;-46,092074;8717,000000;-46.0920739475882,-23.3209034211765;https://www.google.com.br/maps/@-46.0920739475882,-23.3209034211765,20z
174,35;-23,320925;-46,092168;8717,500000;-46.092167738,-23.320925391;https://www.google.com.br/maps/@-46.092167738,-23.320925391,20z
174,36;-23,320947;-46,092262;8718,000000;-46.0922623144706,-23.3209469262941;https://www.google.com.br/maps/@-46.0922623144706,-23.3209469262941,20z
174,37;-23,320968;-46,092357;8718,500000;-46.0923566498844,-23.3209679356069;https://www.google.com.br/maps/@-46.0923566498844,-23.3209679356069,20z
174,38;-23,320988;-46,092451;8719,000000;-46.0924507134682,-23.3209883517919;https://www.google.com.br/maps/@-46.0924507134682,-23.3209883517919,20z
174,39;-23,321008;-46,092545;8719,500000;-46.0925450489655,-23.3210082728736;https://www.google.com.br/maps/@-46.0925450489655,-23.3210082728736,20z
174,40;-23,321028;-46,092639;8720,000000;-46.09263948,-23.32102802;https://www.google.com.br/maps/@-46.09263948,-23.32102802,20z
174,41;-23,321047;-46,092734;8720,500000;-46.0927342457142,-23.3210471971429;https://www.google.com.br/maps/@-46.0927342457142,-23.3210471971429,20z
174,42;-23,321066;-46,092829;8721,000000;-46.0928288906214,-23.3210662565537;https://www.google.com.br/maps/@-46.0928288906214,-23.3210662565537,20z
